age,marital,balance,loan,contact,y
37,married,410,no,cellular,no
79,divorced,2628,no,telephone,no
39,married,116,no,cellular,no
47,married,0,no,telephone,no
44,married,878,no,cellular,no
36,single,2944,no,cellular,yes
33,single,3975,yes,cellular,no
42,married,96,no,cellular,no
35,single,2288,no,telephone,no
31,married,472,no,unknown,no
58,married,65,no,unknown,no
46,married,0,no,unknown,no
41,single,400,no,unknown,no
58,married,7495,no,unknown,no
33,married,137,yes,cellular,no
31,married,24,no,cellular,no
55,divorced,3450,no,cellular,yes
38,single,311,no,cellular,no
55,married,139,no,cellular,no
47,single,0,no,unknown,no
51,married,492,no,unknown,no
46,single,334,no,telephone,no
61,married,997,no,cellular,yes
47,single,440,no,cellular,no
34,married,47,no,cellular,no
34,married,1298,no,unknown,no
41,divorced,3355,no,cellular,no
36,divorced,-11,no,unknown,no
26,single,396,no,unknown,no
35,married,8,no,cellular,yes
36,married,1409,no,unknown,no
26,single,170,no,cellular,yes
58,married,2769,no,cellular,no
50,married,2320,no,cellular,no
61,married,76,no,cellular,no
28,single,2034,no,unknown,no
49,single,3018,no,unknown,no
74,married,921,no,telephone,yes
53,married,483,no,cellular,no
46,married,390,no,cellular,no
47,married,0,no,cellular,yes
42,single,92,no,cellular,no
56,married,22196,no,cellular,no
42,married,2,no,unknown,no
49,married,249,no,cellular,no
43,single,3274,no,cellular,no
39,married,5731,no,unknown,no
66,married,206,no,cellular,yes
30,single,2325,no,cellular,no
38,single,0,no,cellular,no
31,married,1664,no,cellular,no
32,married,3333,no,cellular,no
48,married,7020,no,cellular,no
34,married,37,no,cellular,no
28,single,28,no,cellular,no
40,single,1670,no,unknown,no
36,married,134,no,unknown,no
52,married,603,yes,unknown,no
46,married,276,yes,unknown,no
25,single,2157,no,cellular,no
52,married,161,no,unknown,no
40,married,3658,no,unknown,no
26,divorced,-402,yes,unknown,no
26,single,3342,no,unknown,no
35,single,1732,no,telephone,no
40,single,263,no,unknown,no
31,married,623,no,cellular,no
32,married,3540,no,cellular,no
33,married,95,no,cellular,yes
53,divorced,765,no,cellular,yes
46,divorced,-824,no,cellular,yes
28,single,5549,no,cellular,no
31,married,191,no,unknown,no
44,married,420,no,unknown,no
35,married,0,no,unknown,no
50,divorced,2706,no,unknown,no
32,married,4,yes,cellular,no
51,married,423,yes,cellular,no
51,married,-892,yes,cellular,no
31,married,-120,no,cellular,no
41,divorced,-365,no,unknown,no
57,married,27069,yes,unknown,no
34,single,8038,no,cellular,no
47,married,-938,no,unknown,no
47,divorced,1139,no,cellular,no
36,married,189,no,cellular,no
29,single,19,no,cellular,yes
39,married,3663,no,cellular,no
53,single,0,no,unknown,no
47,married,-614,no,unknown,no
51,divorced,2323,yes,cellular,no
48,married,425,no,telephone,no
32,married,5122,no,cellular,no
36,divorced,608,no,cellular,no
50,married,341,yes,cellular,yes
39,married,607,no,cellular,yes
31,married,1495,yes,unknown,no
49,married,381,no,cellular,no
33,divorced,385,no,telephone,no
26,single,1274,no,cellular,no
27,married,362,no,unknown,no
51,married,377,no,telephone,no
26,single,802,no,cellular,no
45,married,194,no,cellular,no
54,married,-315,yes,cellular,yes
49,married,1843,no,cellular,no
47,married,-9,no,cellular,no
42,married,83,yes,cellular,no
50,married,433,no,cellular,no
37,married,-107,no,unknown,no
54,married,4503,no,telephone,no
40,married,51,no,cellular,no
50,married,961,yes,cellular,no
57,married,49,yes,cellular,no
33,married,3470,no,cellular,no
49,married,-147,no,cellular,no
35,married,0,no,cellular,no
28,single,0,no,unknown,no
58,married,172,no,cellular,no
31,single,-407,yes,cellular,no
36,divorced,649,no,cellular,no
49,single,1040,no,cellular,no
30,married,142,no,unknown,no
29,single,209,no,cellular,no
50,married,3304,no,unknown,no
26,single,294,no,cellular,yes
27,married,4848,yes,telephone,no
32,single,1670,no,cellular,no
62,married,367,no,telephone,no
34,single,13683,no,unknown,no
25,single,1420,no,cellular,no
34,single,340,no,unknown,no
44,single,1679,no,telephone,yes
38,married,1198,no,cellular,no
57,married,169,no,cellular,no
36,married,506,no,cellular,no
41,married,1249,no,cellular,no
36,single,678,yes,unknown,no
27,single,212,no,cellular,no
37,divorced,23,no,cellular,no
47,single,4402,no,telephone,yes
31,divorced,459,no,cellular,yes
39,married,4722,no,unknown,no
35,divorced,1555,no,unknown,no
40,married,61,no,unknown,no
38,single,0,no,cellular,no
31,married,3706,no,cellular,no
36,married,1177,no,cellular,yes
53,married,2096,no,unknown,no
59,married,748,no,unknown,no
29,single,3357,no,cellular,no
30,single,3809,no,unknown,no
52,married,395,no,unknown,no
55,married,1011,no,cellular,no
56,married,420,no,unknown,no
32,married,76,no,unknown,no
24,married,0,no,unknown,no
51,married,844,no,unknown,no
36,married,1318,no,cellular,no
36,married,167,no,cellular,no
42,married,2187,no,cellular,yes
49,married,14440,no,cellular,no
48,married,2294,no,unknown,no
36,married,80,no,unknown,no
48,married,2537,no,cellular,no
30,married,569,no,cellular,yes
27,single,0,yes,cellular,no
38,married,0,no,cellular,no
36,single,12,no,cellular,yes
45,married,49,no,cellular,no
44,married,460,no,unknown,no
42,married,613,no,cellular,no
37,married,7944,no,cellular,no
48,married,1143,no,cellular,no
57,married,-464,no,cellular,no
44,married,1989,yes,cellular,no
48,married,17,yes,cellular,no
56,married,-1,no,cellular,no
37,married,1698,no,unknown,no
47,married,5306,no,unknown,no
54,married,0,no,cellular,no
51,divorced,1679,no,cellular,yes
47,married,3676,no,cellular,yes
25,married,-242,yes,cellular,yes
39,single,471,no,unknown,no
40,married,8902,no,cellular,no
38,single,1704,no,cellular,no
34,married,3050,no,cellular,yes
53,married,2581,no,cellular,no
32,married,162,no,unknown,no
35,married,243,no,cellular,no
24,single,1847,no,cellular,no
58,married,0,no,unknown,no
49,married,3371,no,cellular,yes
45,single,1757,no,cellular,no
55,married,171,no,cellular,no
42,married,157,yes,unknown,no
28,married,934,no,unknown,no
48,married,-19,yes,unknown,no
51,single,-55,no,cellular,no
38,married,21,no,cellular,no
27,single,14,no,unknown,no
50,single,246,no,cellular,no
44,married,887,no,cellular,no
40,married,51,no,cellular,no
29,single,-287,no,cellular,no
34,married,0,no,cellular,no
44,single,2734,no,cellular,yes
50,married,52,no,cellular,no
34,married,2594,no,cellular,no
54,divorced,22,no,unknown,no
34,married,1611,no,cellular,no
34,single,18,yes,cellular,yes
52,married,1331,no,cellular,no
60,married,7337,no,cellular,no
39,single,835,no,unknown,no
58,married,5092,no,unknown,no
41,divorced,52,no,cellular,no
48,married,10655,no,telephone,no
58,married,1831,no,cellular,no
40,married,92,no,unknown,no
48,married,586,yes,cellular,no
52,divorced,1758,no,unknown,no
50,married,2061,yes,cellular,no
25,single,959,no,cellular,no
54,married,208,no,unknown,no
34,married,-315,no,unknown,no
48,married,-13,no,cellular,no
37,married,801,no,cellular,no
66,married,1948,no,cellular,yes
32,single,751,no,unknown,no
45,married,784,yes,unknown,no
43,single,24,no,cellular,no
41,married,72,no,unknown,no
40,divorced,1871,no,cellular,no
44,single,1378,no,unknown,no
43,married,188,no,cellular,no
30,single,6836,no,cellular,no
32,married,61,no,cellular,no
57,married,-967,no,telephone,no
31,single,462,yes,unknown,no
49,married,0,no,cellular,no
31,single,5527,no,unknown,no
41,married,1287,no,unknown,no
44,married,17361,no,unknown,no
54,married,1956,no,cellular,no
37,divorced,0,no,cellular,yes
34,married,-294,no,unknown,no
43,married,275,no,cellular,no
44,married,724,no,cellular,no
44,married,27,no,cellular,no
53,divorced,26,no,cellular,no
36,married,191,no,cellular,no
58,divorced,-123,no,cellular,no
26,single,-147,no,unknown,no
34,single,179,no,cellular,no
55,married,1086,no,cellular,no
55,married,471,no,unknown,no
34,married,105,no,unknown,no
41,divorced,1588,yes,unknown,no
38,divorced,70,no,cellular,yes
28,single,2700,no,cellular,no
41,married,1602,no,cellular,no
30,married,0,no,cellular,no
39,married,839,no,unknown,no
41,married,21515,no,unknown,no
36,married,5902,no,unknown,no
37,married,547,yes,unknown,no
59,married,3800,yes,cellular,no
26,single,261,no,unknown,no
43,married,0,yes,cellular,no
42,married,-34,no,cellular,no
46,married,9328,no,cellular,yes
31,married,5,yes,cellular,no
43,married,3529,no,cellular,no
48,single,2330,no,unknown,no
41,married,1334,no,cellular,no
32,married,3601,no,cellular,no
45,married,265,no,cellular,no
52,single,2227,no,cellular,yes
37,married,487,yes,cellular,no
38,divorced,0,no,cellular,no
36,single,174,no,unknown,no
58,married,14412,no,cellular,no
37,married,3288,no,cellular,no
30,single,57,no,cellular,no
47,married,2246,no,cellular,no
40,married,4441,no,cellular,no
42,divorced,0,no,unknown,no
71,married,353,no,cellular,no
54,married,448,yes,cellular,no
53,married,27,no,telephone,yes
33,divorced,474,no,cellular,no
30,single,1185,no,cellular,no
39,divorced,282,no,cellular,no
32,married,2,no,cellular,no
34,single,60,no,cellular,no
39,single,3972,no,cellular,no
75,married,26452,no,telephone,no
33,divorced,818,yes,cellular,no
40,married,9374,no,cellular,no
37,married,47,no,unknown,no
69,married,279,no,telephone,no
52,married,20,no,telephone,no
31,divorced,360,no,cellular,no
28,single,1532,no,cellular,no
29,single,1673,no,cellular,no
46,married,2420,no,cellular,no
28,married,100,yes,unknown,no
41,married,0,no,unknown,no
42,divorced,1533,yes,cellular,no
34,single,296,no,cellular,no
28,married,2788,no,unknown,yes
43,single,109,no,unknown,no
32,married,485,no,cellular,no
33,single,125,no,telephone,no
70,married,616,no,cellular,no
36,married,3064,no,telephone,no
53,married,206,no,cellular,no
30,single,6900,no,cellular,no
45,divorced,-179,no,unknown,no
31,single,481,no,cellular,no
28,married,12,no,cellular,no
45,married,0,no,unknown,no
51,married,176,yes,unknown,no
53,married,4086,no,unknown,no
40,married,257,no,unknown,no
53,married,53,no,cellular,no
31,divorced,6,no,cellular,no
30,married,562,no,cellular,no
53,married,-118,no,unknown,no
40,married,2805,no,cellular,no
26,single,565,no,unknown,no
47,married,0,no,cellular,no
51,married,1612,no,cellular,no
45,married,180,yes,unknown,no
35,married,0,no,cellular,no
36,single,876,no,unknown,no
57,married,2137,no,telephone,no
42,married,260,no,telephone,no
32,married,-53,no,cellular,yes
30,married,944,no,cellular,yes
36,married,2394,no,cellular,no
43,married,297,no,cellular,no
69,single,2144,no,cellular,yes
31,single,969,no,cellular,no
35,married,0,no,cellular,no
26,married,37,yes,cellular,no
46,married,410,yes,cellular,no
30,married,1211,no,cellular,no
33,single,71,no,cellular,no
34,married,436,no,cellular,no
48,married,559,no,unknown,no
31,married,1170,no,cellular,no
46,divorced,25,no,unknown,no
40,married,1325,no,unknown,no
39,married,0,no,cellular,no
33,single,647,yes,cellular,no
50,married,2142,no,cellular,no
84,divorced,639,no,telephone,yes
40,married,177,yes,telephone,no
55,married,236,no,cellular,no
40,divorced,1959,no,unknown,no
46,married,96,no,telephone,no
43,single,0,no,unknown,no
34,married,250,no,unknown,no
35,single,126,no,cellular,no
57,married,1621,no,unknown,no
25,single,8,no,cellular,yes
32,married,189,no,unknown,no
52,single,316,no,cellular,no
31,single,-282,no,cellular,no
34,married,-308,no,cellular,no
42,divorced,248,no,cellular,no
47,divorced,126,no,unknown,yes
50,divorced,13,no,cellular,yes
30,married,-393,yes,cellular,yes
33,single,358,no,cellular,no
56,single,917,no,unknown,no
34,divorced,1268,no,cellular,no
33,married,-163,yes,cellular,no
32,single,473,no,cellular,no
34,married,4831,no,cellular,no
37,married,1063,no,cellular,no
30,married,0,no,cellular,no
29,married,424,yes,unknown,no
56,divorced,802,no,telephone,no
31,married,430,no,cellular,no
59,married,3940,no,unknown,no
36,married,2880,no,unknown,no
51,divorced,1069,no,unknown,no
54,divorced,4382,no,telephone,no
37,married,0,no,cellular,no
32,married,3939,no,cellular,no
42,married,753,no,unknown,no
29,married,358,no,cellular,no
52,married,1141,no,cellular,no
40,married,1259,no,unknown,no
30,married,227,yes,unknown,no
55,divorced,538,no,cellular,yes
49,married,92,no,unknown,no
33,married,8023,no,cellular,no
32,single,2478,yes,cellular,no
21,single,6844,no,cellular,no
42,married,440,no,cellular,no
56,married,800,yes,cellular,no
39,single,914,no,unknown,no
30,single,638,no,cellular,no
55,married,159,no,cellular,no
43,married,483,no,cellular,no
53,married,94,no,cellular,yes
57,married,1044,no,telephone,yes
39,single,0,no,unknown,no
56,divorced,401,no,telephone,no
29,single,33,no,unknown,no
38,married,506,yes,unknown,no
59,married,1881,no,cellular,no
42,single,344,no,unknown,no
46,married,0,no,unknown,no
31,married,3,no,cellular,no
35,divorced,221,no,cellular,no
50,married,36,no,cellular,no
42,married,969,no,cellular,no
36,single,760,no,unknown,no
25,single,220,no,cellular,no
42,single,10907,no,cellular,no
27,single,-148,no,cellular,no
32,married,415,no,unknown,yes
57,married,1341,no,unknown,no
48,married,865,no,cellular,no
34,divorced,-566,no,unknown,no
33,married,210,yes,unknown,no
26,single,1275,no,unknown,no
50,married,579,no,cellular,no
60,single,2934,no,cellular,no
47,married,6637,no,cellular,no
31,married,271,no,cellular,no
52,married,0,no,cellular,no
36,married,472,no,unknown,no
43,married,487,no,unknown,no
30,single,699,no,cellular,no
32,married,150,no,cellular,no
31,single,1130,no,cellular,no
29,single,584,no,unknown,no
48,divorced,3186,yes,cellular,no
32,single,133,no,cellular,yes
30,single,868,no,cellular,no
48,married,480,no,cellular,yes
51,married,1883,no,unknown,no
34,married,606,no,cellular,yes
35,married,603,no,cellular,no
49,single,548,no,telephone,no
36,married,-872,yes,cellular,no
37,divorced,33,no,cellular,no
37,married,1689,no,unknown,no
49,married,902,no,unknown,no
44,divorced,0,yes,unknown,no
40,married,260,no,cellular,no
57,married,589,no,cellular,no
39,married,626,no,cellular,no
38,married,0,yes,cellular,no
51,divorced,78,no,unknown,no
27,single,3792,no,cellular,yes
38,single,14058,no,telephone,no
30,single,-522,yes,cellular,yes
36,single,386,no,unknown,no
37,married,1978,no,cellular,yes
53,married,459,no,cellular,no
38,married,2812,no,cellular,yes
48,married,5057,yes,cellular,no
26,married,-759,no,cellular,no
33,single,-416,no,unknown,yes
47,married,2106,no,unknown,no
45,divorced,220,no,unknown,no
32,divorced,0,no,unknown,no
69,married,426,no,telephone,yes
65,married,4717,no,telephone,yes
37,married,395,no,unknown,no
45,divorced,0,no,cellular,no
36,married,-206,no,unknown,no
62,divorced,6,no,cellular,yes
37,married,4039,yes,cellular,no
39,divorced,687,no,cellular,yes
38,single,-242,no,cellular,yes
31,married,582,no,cellular,no
58,divorced,8218,no,cellular,no
44,single,1424,no,cellular,no
31,married,92,no,unknown,yes
33,single,2085,no,cellular,yes
36,single,197,no,cellular,yes
31,single,2305,no,cellular,no
45,married,-547,no,unknown,no
30,single,411,no,cellular,no
34,married,584,no,cellular,no
34,married,997,yes,cellular,no
39,divorced,83,no,cellular,no
41,married,6563,no,cellular,no
32,single,0,no,cellular,no
32,single,0,no,cellular,no
36,married,398,no,unknown,no
35,married,1145,no,cellular,no
32,single,2,no,cellular,yes
33,single,201,no,cellular,no
49,married,563,no,unknown,no
35,married,3161,no,cellular,no
31,married,0,yes,cellular,no
42,married,1331,no,cellular,no
34,married,2929,no,cellular,yes
32,married,-220,yes,cellular,no
29,single,5980,no,unknown,no
32,single,48,no,cellular,no
50,single,0,no,telephone,no
58,married,3382,yes,cellular,no
59,married,2308,no,cellular,yes
25,married,10,no,cellular,yes
57,married,162,no,unknown,no
30,single,1073,no,cellular,no
26,single,1700,no,cellular,no
50,single,148,no,unknown,no
39,married,0,no,cellular,no
45,married,185,no,cellular,no
37,divorced,896,yes,cellular,no
47,divorced,1279,no,cellular,no
50,married,199,yes,cellular,no
40,married,99,no,cellular,no
35,married,378,no,unknown,no
53,married,15,no,cellular,yes
35,married,147,yes,cellular,no
54,married,2225,yes,cellular,no
35,single,1810,no,cellular,no
31,married,-6,yes,telephone,no
46,divorced,435,no,unknown,no
52,married,335,no,cellular,yes
34,divorced,-251,no,cellular,yes
46,divorced,5,yes,cellular,no
54,married,641,no,cellular,no
37,married,0,no,cellular,no
39,married,722,no,telephone,no
50,married,3337,yes,telephone,no
44,divorced,0,no,cellular,no
56,married,1504,no,unknown,no
40,married,35,no,cellular,no
36,married,895,yes,unknown,no
33,married,752,no,cellular,no
33,single,1925,no,cellular,no
42,married,-246,no,unknown,no
30,single,901,yes,unknown,no
33,single,894,no,cellular,no
26,single,592,yes,unknown,no
26,single,3529,yes,cellular,no
37,married,0,yes,cellular,no
59,married,0,no,cellular,yes
49,married,371,no,cellular,no
33,single,1,no,cellular,no
46,single,834,no,cellular,no
55,married,298,no,unknown,no
49,married,306,no,cellular,no
51,married,143,no,unknown,no
27,married,186,no,unknown,no
44,married,5597,no,unknown,no
40,single,1547,no,cellular,no
36,married,1852,no,unknown,no
46,single,1790,no,unknown,no
30,single,20,no,cellular,no
35,married,8652,no,unknown,no
31,single,1626,no,cellular,no
37,married,749,no,cellular,no
49,married,51,no,unknown,no
27,single,-1,no,cellular,no
32,married,-32,no,cellular,no
70,divorced,6850,no,telephone,no
22,single,333,yes,telephone,no
58,married,-27,yes,telephone,no
33,married,932,no,unknown,no
83,divorced,0,no,telephone,no
50,divorced,100,yes,cellular,no
53,married,-626,no,cellular,no
37,single,9,no,cellular,no
55,divorced,653,no,unknown,no
49,married,3608,no,unknown,yes
41,married,293,yes,cellular,no
40,single,36,no,unknown,no
48,married,263,no,unknown,no
27,single,8366,no,cellular,no
30,single,2186,no,unknown,no
37,single,20453,no,telephone,no
37,single,105,yes,unknown,no
40,married,440,no,unknown,no
73,married,519,no,telephone,yes
50,married,19447,yes,cellular,no
53,married,225,no,cellular,no
47,married,2548,no,cellular,no
33,divorced,0,no,cellular,no
50,married,2284,no,telephone,yes
51,married,40,no,cellular,no
42,divorced,364,no,cellular,no
34,single,174,no,telephone,no
44,married,10888,no,cellular,no
32,married,0,yes,cellular,no
60,married,225,no,cellular,no
60,divorced,2131,no,cellular,no
29,single,-20,yes,cellular,yes
39,single,36,no,cellular,no
47,married,2642,no,cellular,no
30,married,400,no,cellular,no
31,single,1214,no,cellular,no
34,single,-292,no,cellular,no
51,married,1415,no,unknown,no
38,married,213,no,unknown,no
47,single,2540,no,cellular,no
46,single,3232,no,telephone,no
33,married,296,no,cellular,no
30,married,42,no,cellular,no
40,married,697,no,cellular,no
38,single,13156,no,cellular,no
63,divorced,1490,no,cellular,yes
33,married,150,no,cellular,no
59,married,0,no,unknown,yes
29,single,4210,no,cellular,no
54,divorced,1012,no,cellular,no
57,married,16063,no,unknown,no
57,married,5431,yes,unknown,no
28,single,317,no,unknown,no
30,single,4787,no,cellular,no
28,married,225,yes,unknown,no
45,divorced,3854,no,unknown,no
29,divorced,92,no,cellular,no
42,married,-10,no,unknown,no
31,married,-617,no,unknown,no
59,divorced,195,no,unknown,no
41,married,1172,no,unknown,no
57,married,0,no,cellular,no
43,divorced,0,no,cellular,no
30,divorced,-94,no,cellular,no
26,single,609,no,telephone,no
52,single,4,yes,cellular,no
32,divorced,1121,yes,cellular,no
39,divorced,355,no,cellular,no
31,married,3653,yes,cellular,no
83,divorced,1097,no,telephone,yes
34,married,436,yes,cellular,no
40,married,4795,no,cellular,no
39,married,266,no,cellular,no
50,married,3357,no,cellular,yes
30,married,101,yes,cellular,no
43,married,10910,no,cellular,no
49,married,1568,no,unknown,no
41,single,0,no,cellular,no
35,married,305,no,cellular,no
57,married,31,no,cellular,no
29,married,452,no,unknown,no
48,married,5,no,unknown,no
38,divorced,7929,no,cellular,no
41,married,39,no,cellular,yes
39,married,267,no,unknown,no
31,married,4945,no,cellular,no
51,married,463,no,unknown,no
35,single,2116,no,cellular,no
45,divorced,59,no,cellular,yes
28,married,131,no,unknown,no
57,married,107,no,cellular,no
36,married,-35,no,cellular,no
49,married,230,no,unknown,no
34,single,2679,no,cellular,no
65,married,493,no,cellular,no
26,single,256,no,cellular,no
52,married,-133,no,unknown,no
32,single,811,no,cellular,yes
33,married,302,yes,cellular,no
43,married,3529,no,cellular,no
26,single,75,yes,unknown,no
45,married,999,no,cellular,no
30,single,7845,no,unknown,no
37,divorced,260,no,cellular,no
45,single,2048,no,cellular,yes
34,married,1557,yes,unknown,no
35,married,505,yes,unknown,no
41,married,1536,no,cellular,no
42,married,0,no,cellular,no
48,married,439,no,cellular,no
45,married,44,no,unknown,no
47,married,295,no,cellular,no
37,married,190,yes,unknown,no
32,married,3935,no,unknown,no
40,married,-17,yes,cellular,yes
35,single,175,no,cellular,no
31,single,4888,no,telephone,no
36,single,40,no,cellular,no
44,married,4460,no,telephone,no
52,divorced,98,yes,unknown,no
28,single,330,no,telephone,no
45,married,13117,no,unknown,no
38,married,12877,no,unknown,no
39,married,1506,no,cellular,no
28,single,0,no,telephone,no
31,single,775,no,cellular,no
46,married,258,no,unknown,no
22,single,246,no,telephone,no
49,single,2146,no,cellular,yes
44,married,304,no,unknown,no
31,single,360,no,unknown,no
53,married,3316,no,unknown,no
55,married,6880,no,cellular,no
35,married,2189,no,cellular,no
35,married,5304,no,cellular,no
37,single,102,no,cellular,no
50,married,181,no,cellular,no
37,married,3953,no,cellular,no
37,single,6969,no,unknown,no
29,single,572,no,cellular,yes
31,single,223,no,cellular,no
40,married,-396,no,unknown,no
47,divorced,164,no,unknown,no
55,married,2678,yes,cellular,no
33,single,920,no,cellular,no
53,divorced,4554,no,cellular,no
38,single,623,no,cellular,yes
61,married,967,no,cellular,no
43,divorced,1577,no,cellular,no
42,married,1,no,telephone,no
36,divorced,0,no,cellular,no
31,single,1166,no,unknown,no
59,married,3534,no,cellular,no
29,married,200,no,unknown,no
33,married,4790,no,cellular,no
44,married,-237,no,telephone,no
43,married,1335,no,unknown,no
42,married,603,no,cellular,no
32,single,577,no,cellular,no
43,married,0,no,cellular,no
39,single,163,no,cellular,no
23,married,1158,no,cellular,no
43,married,642,no,cellular,no
46,married,466,no,cellular,no
31,married,119,no,cellular,no
38,married,3436,no,cellular,yes
53,married,238,no,cellular,no
37,married,378,no,unknown,no
49,divorced,32,no,cellular,no
31,single,315,no,cellular,no
45,married,6945,no,cellular,no
58,married,3496,no,unknown,no
35,single,0,no,cellular,no
32,single,309,yes,cellular,no
28,single,0,no,unknown,no
26,single,668,no,unknown,yes
48,married,1175,no,telephone,no
30,single,363,no,cellular,no
31,single,38,no,cellular,no
31,married,1183,no,unknown,no
45,divorced,942,no,cellular,no
38,married,4196,no,cellular,no
34,married,297,no,cellular,no
42,married,-91,yes,cellular,no
60,married,362,yes,cellular,yes
42,single,1080,yes,cellular,yes
32,single,620,no,unknown,yes
42,divorced,-166,no,cellular,no
33,married,288,no,cellular,no
42,married,642,yes,unknown,no
51,married,2506,no,cellular,no
36,divorced,566,no,unknown,no
46,married,668,no,unknown,yes
40,married,1100,no,unknown,no
49,married,322,no,cellular,no
38,married,1205,no,cellular,no
32,single,473,no,cellular,no
33,married,-333,no,cellular,no
57,married,-3313,yes,unknown,no
57,married,295,no,cellular,no
28,married,1137,no,cellular,no
44,single,1136,yes,cellular,no
